学号,语文成绩,数学成绩,英语成绩,综合成绩
112458,46.0,64.5,47.2,41.6
112459,35.5,43.7,20.4,71.1
112460,8.3,76.8,52.9,56.9
112461,61.9,44.7,39.4,55.0
112462,52.6,61.9,65.5,51.0
112463,63.7,31.6,39.7,55.2
112464,19.8,34.8,30.4,52.0
112465,35.1,46.8,56.8,49.0
112466,47.1,70.0,30.6,61.8
112467,27.3,54.2,57.3,68.3
112468,44.4,61.8,55.3,48.8
112469,63.2,46.7,28.6,34.5
112470,37.6,57.0,36.0,13.6
112471,68.5,71.1,82.1,25.7
112472,37.9,41.7,53.3,44.4
112473,61.6,72.8,21.7,72.3
112474,37.9,44.2,47.0,57.5
112475,70.4,43.9,53.6,43.1
112476,55.2,39.8,55.4,72.3
112477,56.6,49.6,48.4,66.0
112478,35.4,44.0,47.4,59.9
112479,39.8,49.0,70.5,45.1
112480,56.1,28.6,38.6,49.6
112481,58.8,54.3,47.2,41.3
112482,35.4,52.0,43.8,53.6
112483,69.2,66.0,46.4,61.7
112484,52.6,56.8,44.9,64.2
112485,57.8,48.9,53.6,56.2
112486,55.2,30.1,41.1,44.1
112487,29.9,55.2,37.3,62.2
112488,73.0,49.7,45.8,53.2
112489,72.1,48.0,55.5,30.6
112490,45.4,59.7,58.3,26.9
112491,79.6,66.9,51.7,79.2
112492,52.5,66.8,58.6,65.1
112493,53.0,63.0,47.4,46.8
112494,47.1,48.9,35.3,40.9
112495,47.5,29.0,35.4,33.9
112496,78.9,42.7,29.1,52.3
112497,62.7,38.5,46.5,37.5
112498,52.1,58.1,28.9,43.6
112499,42.9,51.8,66.8,86.5
112500,43.1,77.1,38.6,70.5
112501,46.9,67.5,54.9,65.1
112502,34.7,58.6,74.0,68.0
112503,53.3,34.8,46.2,51.2
112504,72.4,38.4,66.1,22.9
112505,68.7,30.0,43.9,60.6
112506,21.2,55.3,30.1,49.3
112507,51.7,31.2,31.1,50.9
112508,17.1,57.4,58.9,26.1
112509,62.8,29.7,41.7,28.7
112510,49.1,65.5,37.1,77.4
112511,81.1,28.0,37.3,55.9
112512,56.5,24.9,61.7,27.4
112513,35.8,46.3,41.6,46.1
112514,29.1,65.4,59.2,59.4
112515,51.0,41.7,16.7,45.0
112516,54.3,25.0,33.5,36.3
112517,43.7,42.3,51.2,34.8
112518,47.0,56.4,49.4,62.3
112519,38.7,40.9,18.1,34.1
112520,52.9,19.9,26.8,51.6
112521,43.2,35.6,55.5,42.1
112522,41.9,61.0,36.5,47.9
112523,32.4,77.0,53.8,49.3
112524,75.6,44.4,54.9,22.0
112525,36.9,40.9,35.8,36.9
112526,60.9,40.0,37.8,59.8
112527,46.4,45.2,61.3,21.7
112528,54.9,64.4,41.1,43.6
112529,49.2,63.7,45.9,49.1
112530,42.5,65.0,42.2,50.0
112531,47.0,63.7,47.5,46.9
112532,34.8,34.0,63.5,61.7
112533,75.9,35.8,53.1,49.0
112534,45.6,73.2,59.1,70.6
112535,59.4,23.4,57.6,51.9
112536,60.7,48.5,35.7,18.4
112537,57.5,33.0,56.8,53.5
112538,57.6,44.2,74.6,20.6
112539,31.8,40.6,50.1,44.3
112540,24.5,31.9,31.9,57.1
112541,22.4,48.2,54.6,60.9
112542,34.9,58.6,46.0,59.1
112543,57.1,51.3,51.5,56.7
112544,89.6,48.5,56.9,65.8
112545,78.1,60.9,51.4,7.7
112546,71.2,53.0,31.6,25.7
112547,33.5,44.0,42.0,53.5
112548,65.6,68.2,51.1,58.5
112549,51.9,45.0,45.0,53.1
112550,29.5,76.5,56.8,49.7
112551,75.6,48.7,40.2,77.7
112552,41.8,67.9,54.2,52.7
112553,76.7,32.0,59.0,48.0
112554,59.6,52.9,38.4,44.9
112555,42.1,49.4,33.4,72.7
112556,29.2,63.8,71.8,44.1
112557,54.4,31.4,74.6,71.5
112558,68.4,74.1,36.7,36.8
112559,51.7,43.9,38.2,51.6
112560,65.4,50.3,52.4,47.6
112561,49.9,59.3,23.4,54.2
112562,42.9,16.4,44.6,70.6
112563,45.8,59.1,61.1,29.6
112564,57.0,66.6,53.3,53.9
112565,43.2,49.6,50.3,37.9
112566,42.0,62.9,50.7,52.2
112567,27.8,57.4,28.4,56.7
112568,52.6,64.1,65.4,46.9
112569,43.2,52.2,46.3,58.6
112570,30.0,64.3,84.5,43.9
112571,43.6,46.1,48.4,68.2
112572,50.9,53.0,31.6,77.9
112573,55.5,59.4,50.9,57.2
112574,59.3,26.2,54.0,68.2
112575,52.3,56.0,52.0,47.5
112576,37.6,49.3,88.9,50.0
112577,55.9,54.5,62.7,49.4
112578,38.2,41.7,59.3,45.1
112579,40.9,21.1,85.0,55.0
112580,39.5,49.2,72.3,52.0
112581,42.9,57.0,54.2,63.4
112582,63.0,44.2,72.8,69.4
112583,57.5,56.7,20.9,59.7
112584,59.7,34.5,39.7,71.1
112585,67.5,37.9,46.4,28.1
112586,33.4,55.5,60.5,36.9
112587,50.3,51.9,19.5,58.3
112588,47.9,53.1,75.8,30.7
112589,54.9,46.3,43.8,38.9
112590,54.6,29.0,59.0,65.3
112591,27.1,58.8,52.9,24.3
112592,68.6,43.5,43.4,70.4
112593,42.0,10.4,55.3,33.0
112594,52.9,44.1,55.2,48.1
112595,56.3,62.8,20.9,59.5
112596,49.6,28.6,70.1,20.0
112597,33.0,32.1,51.7,47.6
112598,52.0,55.6,50.3,37.2
112599,49.5,59.1,64.8,30.0
112600,49.3,63.6,46.5,84.7
112601,46.6,49.4,56.3,67.6
112602,60.1,33.4,53.1,38.5
112603,74.3,36.2,14.7,5.3
112604,76.6,75.3,72.0,49.2
112605,61.4,58.9,31.0,60.5
112606,60.1,72.6,25.3,33.6
112607,26.9,45.6,33.7,31.0
112608,52.0,31.8,53.9,37.6
112609,57.0,51.4,48.4,55.9
112610,18.8,38.2,61.0,10.3
112611,78.7,61.6,94.5,19.7
112612,48.7,91.7,33.1,36.8
112613,37.1,49.7,58.4,63.9
112614,34.5,56.7,47.6,29.6
112615,53.7,35.1,40.4,47.9
112616,56.2,33.6,38.1,52.3
112617,70.0,45.7,55.7,26.9
112618,36.9,74.5,72.1,49.1
112619,49.2,54.9,44.8,69.5
112620,47.4,50.0,42.3,63.1
112621,43.4,51.5,60.1,41.5
112622,38.8,29.3,39.1,52.6
112623,79.4,67.0,42.2,49.0
112624,63.2,62.2,60.0,43.9
112625,51.5,36.5,35.5,60.7
112626,56.3,52.1,49.5,74.1
112627,64.5,46.6,15.5,72.5
112628,39.5,63.1,47.8,42.6
112629,36.1,84.6,45.8,60.5
112630,45.9,41.6,67.6,45.1
112631,64.1,58.5,55.4,58.9
112632,83.4,59.1,45.5,75.0
112633,46.9,47.4,27.3,41.7
112634,33.3,42.0,67.4,28.8
112635,54.1,56.5,38.1,78.1
112636,48.3,44.9,57.4,35.1
112637,68.2,53.3,43.7,51.3
112638,51.7,67.9,28.3,72.6
112639,57.5,36.7,64.4,53.8
112640,43.9,41.4,42.4,69.4
112641,53.2,57.3,67.8,59.0
112642,31.1,53.6,24.4,56.2
112643,45.4,44.3,61.8,53.1
112644,39.0,55.5,57.1,52.9
112645,53.5,73.5,52.8,41.2
112646,46.3,60.3,40.2,65.3
112647,31.3,50.8,26.8,69.1
112648,56.8,55.4,25.0,15.6
112649,55.8,23.7,57.1,65.8
112650,64.4,39.5,67.8,45.5
112651,46.6,60.1,68.8,55.9
112652,42.2,55.8,33.7,61.1
112653,38.1,57.4,28.2,69.6
112654,55.8,52.5,38.9,46.5
112655,56.0,43.8,52.9,52.9
112656,42.4,72.9,38.6,4.7
112657,47.4,59.5,31.5,34.8
112658,54.7,47.2,68.6,38.9
112659,49.6,94.2,31.2,69.3
112660,50.8,55.4,37.7,47.1
112661,71.2,74.4,40.5,24.1
112662,30.9,44.9,82.3,66.9
112663,45.0,81.7,42.4,52.3
112664,72.6,57.4,56.1,53.6
112665,54.0,56.3,41.1,61.6
112666,37.4,56.6,50.3,29.6
112667,54.6,46.0,36.0,60.7
112668,54.7,81.0,45.1,61.1
112669,64.4,74.2,40.3,50.0
112670,62.2,9.3,60.3,42.5
112671,39.9,62.2,50.9,27.2
112672,51.8,45.5,62.2,44.7
112673,58.6,32.2,23.3,73.6
112674,38.2,28.9,64.0,60.1
112675,50.8,69.3,39.0,46.6
112676,25.0,47.6,53.3,73.9
112677,52.4,33.4,19.1,36.9
112678,53.0,26.5,69.3,63.1
112679,43.5,23.8,14.7,46.8
112680,62.9,47.7,29.3,60.3
112681,65.4,55.6,54.3,77.9
112682,35.6,46.3,38.1,17.6
112683,66.4,32.2,58.8,34.1
112684,50.9,55.7,60.8,60.8
112685,38.2,60.1,23.6,48.7
112686,69.1,18.5,76.7,52.2
112687,51.5,53.3,48.6,32.8
112688,34.7,42.5,34.4,70.5
112689,40.0,53.1,35.3,41.1
112690,51.6,50.8,26.8,40.3
112691,56.6,56.8,62.6,43.4
112692,65.7,34.1,54.7,52.5
112693,56.0,60.8,49.4,35.4
112694,32.1,64.7,29.9,17.3
112695,41.4,53.6,39.8,69.4
112696,83.6,30.8,46.6,33.2
112697,79.0,46.8,51.6,37.8
112698,53.8,59.2,35.1,49.3
112699,61.3,48.6,36.7,57.2
112700,56.6,36.3,79.1,30.8
112701,70.3,31.4,36.9,67.1
112702,60.3,50.3,69.4,61.6
112703,53.1,63.4,61.6,96.9
112704,70.1,32.3,49.2,37.1
112705,56.4,56.4,38.2,67.2
112706,44.2,51.9,40.9,57.7
112707,61.6,36.8,45.1,30.6
112708,61.1,51.2,28.6,26.4
112709,43.3,49.6,27.7,56.8
112710,69.2,52.0,43.5,34.1
112711,59.2,28.8,57.6,22.8
112712,49.6,31.9,55.5,45.4
112713,56.3,83.7,52.4,42.5
112714,67.8,65.2,54.5,54.5
112715,51.9,42.0,36.2,87.4
112716,45.8,39.7,30.7,34.7
112717,37.3,45.2,56.8,36.9
112718,16.4,66.2,59.2,45.0
112719,40.8,49.0,54.8,88.1
112720,42.2,51.8,54.2,38.1
112721,77.8,52.7,70.8,52.2
112722,25.9,41.8,58.4,54.1
112723,46.5,68.2,32.5,32.1
112724,28.0,42.1,63.7,39.9
112725,42.5,34.9,34.8,69.4
112726,88.7,61.5,77.3,44.8
112727,22.7,48.3,43.5,50.2
112728,45.9,69.6,73.6,69.1
112729,25.0,43.2,72.3,57.4
112730,54.9,41.5,59.8,58.7
112731,64.7,34.3,47.1,52.2
112732,25.1,55.7,55.5,43.5
112733,63.6,64.1,40.2,57.2
112734,70.2,33.7,38.6,53.8
112735,64.9,57.4,40.0,49.9
112736,54.7,58.7,65.3,25.7
112737,29.4,48.1,48.8,74.4
112738,75.4,48.9,56.1,61.4
112739,46.2,55.8,51.2,30.7
112740,42.1,50.5,59.3,32.3
112741,62.4,38.7,58.7,66.4
112742,46.9,27.1,20.4,69.7
112743,38.0,71.0,43.5,61.1
112744,44.6,48.4,22.3,44.6
112745,48.0,54.5,41.4,44.8
112746,70.5,44.7,54.1,56.5
112747,53.2,47.8,59.8,64.3
112748,67.1,53.6,47.8,54.8
112749,42.9,35.2,58.1,47.6
112750,36.4,45.9,47.9,59.6
112751,65.6,57.9,46.6,59.7
112752,46.1,34.1,37.8,56.1
112753,48.2,55.8,48.7,48.5
112754,65.5,59.8,48.7,42.0
112755,37.1,62.2,42.5,56.7
112756,55.5,56.6,42.3,50.1
112757,47.9,71.1,33.1,54.5
112758,55.7,39.9,90.2,62.6
112759,60.8,37.6,38.9,42.1
112760,80.4,56.7,72.8,40.2
112761,23.6,43.0,53.6,17.9
112762,41.6,40.1,33.9,74.3
112763,51.9,50.4,71.2,54.3
112764,47.5,38.9,51.9,34.7
112765,41.7,52.6,66.7,53.2
112766,22.2,66.5,58.1,67.8
112767,40.5,42.9,29.4,42.8
112768,54.7,61.9,54.9,17.9
112769,63.1,51.2,63.6,96.7
112770,48.3,63.8,60.5,50.2
112771,55.4,72.8,25.6,79.1
112772,50.0,52.8,38.5,48.1
112773,55.9,52.9,59.8,65.7
112774,31.3,51.8,54.7,63.7
112775,58.1,61.6,69.4,49.6
112776,41.5,45.1,47.5,39.9
112777,42.3,89.7,22.9,48.1
112778,48.8,50.0,33.5,46.2
112779,47.2,52.4,35.7,54.3
112780,40.8,52.3,42.4,45.3
112781,66.6,29.7,59.9,60.0
112782,53.9,32.8,36.7,51.7
112783,41.6,58.8,48.1,58.5
112784,43.2,39.8,54.9,53.6
112785,50.4,62.2,40.6,86.7
112786,44.2,17.2,20.6,38.0
112787,37.2,75.3,76.2,62.0
112788,51.0,69.7,55.6,68.7
112789,49.5,37.5,72.6,84.0
112790,47.8,75.5,37.5,48.9
112791,70.6,58.1,34.0,67.8
112792,49.6,30.9,44.0,43.4
112793,36.2,50.0,61.0,74.5
112794,56.7,35.1,53.6,55.7
112795,31.5,42.2,42.2,36.1
112796,69.9,29.2,16.4,67.8
112797,46.6,80.4,64.4,58.2
112798,39.2,35.4,22.0,92.7
112799,45.3,52.4,35.4,23.7
112800,55.8,43.5,63.2,57.9
112801,17.1,45.4,69.7,75.8
112802,48.2,46.0,52.4,12.4
112803,56.4,48.3,33.1,34.0
112804,69.3,33.3,21.7,82.8
112805,28.5,33.0,76.7,34.7
112806,20.1,50.9,43.8,73.2
112807,46.3,29.4,22.8,37.3
112808,56.0,48.2,33.4,48.8
112809,40.5,38.2,40.3,50.3
112810,49.5,21.0,48.6,36.3
112811,53.7,58.8,50.9,40.1
112812,61.6,59.7,62.1,34.0
112813,62.6,21.5,46.7,65.7
112814,34.2,36.6,43.4,43.8
112815,39.5,45.2,29.9,67.5
112816,27.8,70.2,49.0,72.9
112817,69.2,70.6,29.6,37.4
112818,38.5,40.0,66.9,44.8
112819,45.3,61.3,70.4,24.0
112820,41.5,43.1,51.5,65.5
112821,65.2,30.2,53.2,34.3
112822,35.9,79.4,39.9,26.4
112823,72.7,30.1,79.6,64.0
112824,27.9,59.4,52.5,66.3
112825,23.8,54.0,68.8,23.9
112826,39.4,25.3,26.6,37.8
112827,80.7,35.6,60.3,33.7
112828,21.4,60.7,33.7,26.0
112829,55.9,49.7,59.7,70.0
112830,49.2,55.1,47.0,51.7
112831,50.3,44.3,35.4,61.9
112832,76.7,77.8,31.8,31.6
112833,41.2,38.2,61.1,57.3
112834,56.5,21.1,60.4,31.0
112835,50.2,44.0,56.9,31.2
112836,42.1,59.0,41.6,44.1
112837,40.4,50.8,47.4,39.2
112838,54.7,53.5,43.7,58.0
112839,44.5,35.2,60.6,63.7
112840,44.7,83.1,65.2,43.5
112841,35.0,42.0,23.5,41.3
112842,40.4,54.2,67.1,58.4
112843,57.4,73.6,59.1,38.0
112844,41.8,11.9,64.2,87.7
112845,57.7,53.4,73.3,53.7
112846,62.0,52.7,60.9,75.8
112847,58.8,38.2,88.2,58.2
112848,67.4,52.0,56.3,36.0
112849,64.8,51.7,44.8,32.7
112850,63.3,45.5,53.6,47.8
112851,46.1,60.2,16.7,34.2
112852,18.2,48.8,42.4,45.7
112853,30.6,58.6,65.5,86.9
112854,47.3,64.6,32.1,50.4
112855,56.8,66.8,45.0,58.4
112856,64.7,37.9,34.9,58.2
112857,40.2,52.5,29.7,68.9
112858,60.4,30.6,29.1,44.4
112859,50.5,35.8,49.3,53.4
112860,52.8,45.3,45.5,8.5
112861,58.9,50.1,41.2,46.1
112862,63.6,36.8,24.6,63.3
112863,39.9,41.2,37.7,49.8
112864,44.8,45.9,38.7,33.1
112865,77.3,37.4,66.2,33.0
112866,23.5,74.1,44.1,47.0
112867,71.3,76.8,32.9,59.7
112868,41.9,26.2,41.2,71.6
112869,54.7,74.2,90.8,58.2
112870,65.2,26.2,13.1,40.6
112871,78.0,47.9,20.8,55.7
112872,48.2,49.1,71.9,8.2
112873,78.6,45.3,54.1,58.9
112874,31.7,37.9,64.8,45.0
112875,30.2,43.9,43.2,37.1
112876,50.9,32.0,53.5,30.4
112877,27.8,60.9,28.2,47.7
112878,40.5,25.2,26.7,57.1
112879,40.6,54.1,45.7,54.8
112880,57.6,23.3,50.2,70.1
112881,52.7,56.8,32.1,43.4
112882,46.6,42.9,51.4,66.2
112883,60.4,51.3,50.9,51.0
112884,46.5,42.8,67.1,41.8
112885,76.2,34.0,47.0,63.2
112886,51.0,59.7,17.0,85.9
112887,71.9,33.6,40.6,66.0
112888,54.0,39.6,51.2,51.7
112889,58.1,50.7,27.7,40.6
112890,3.0,52.6,41.9,13.3
112891,41.6,56.6,42.5,54.5
112892,53.3,29.7,82.2,12.9
112893,41.6,53.7,64.1,47.8
112894,56.4,80.4,81.8,36.5
112895,25.7,63.1,61.3,67.8
112896,40.3,64.3,45.4,52.6
112897,28.0,34.3,49.7,61.1
112898,49.4,32.2,60.0,48.9
112899,61.9,67.7,22.2,47.8
112900,72.6,33.1,44.9,64.9
112901,71.2,82.2,51.3,43.7
112902,62.6,26.8,43.7,71.9
112903,54.9,70.9,62.0,72.1
112904,28.8,43.1,65.8,74.5
112905,79.4,25.6,22.1,51.5
112906,60.9,52.8,41.8,50.1
112907,53.7,34.1,53.0,59.8
112908,52.6,48.3,52.2,16.7
112909,69.5,64.2,52.6,33.7
112910,31.9,9.2,26.3,40.3
112911,44.0,48.0,32.0,48.2
112912,16.4,60.2,42.3,78.2
112913,32.1,36.0,64.8,42.8
112914,78.2,46.6,42.2,55.7
112915,52.4,31.1,36.3,59.9
112916,37.4,34.0,58.9,51.1
112917,50.6,50.8,38.8,45.9
112918,65.3,56.4,58.6,22.2
112919,52.5,55.4,71.6,30.1
112920,62.6,60.2,37.5,43.7
112921,31.8,38.1,26.8,41.5
112922,66.9,46.3,55.2,20.7
112923,77.2,47.4,56.0,63.1
112924,29.2,42.5,68.1,53.7
112925,59.9,27.2,41.4,72.4
112926,63.4,47.3,56.6,48.2
112927,56.2,78.1,30.8,30.5
112928,52.2,65.2,33.5,49.8
112929,31.0,26.9,44.1,71.0
112930,45.7,45.3,36.9,71.0
112931,52.0,59.7,44.8,49.7
112932,87.9,65.4,34.6,42.4
112933,32.1,42.2,40.3,57.1
112934,68.2,29.8,53.1,47.8
112935,58.5,58.1,47.0,76.1
112936,22.3,64.6,57.5,43.0
112937,60.9,41.5,36.7,58.5
112938,45.7,54.3,30.1,19.8
112939,68.7,44.7,50.4,54.6
112940,49.0,70.8,58.8,46.7
112941,65.5,32.1,33.0,50.8
112942,34.4,79.0,76.9,53.5
112943,53.5,42.6,48.4,56.5
112944,54.4,36.5,43.5,43.3
112945,40.1,64.0,61.5,59.6
112946,46.6,46.3,54.1,48.0
112947,44.5,57.5,46.0,67.3
112948,65.3,49.5,52.2,33.0
112949,47.0,44.5,62.6,60.7
112950,50.6,38.2,63.7,48.6
112951,66.7,62.3,53.9,27.9
112952,58.0,24.5,39.2,55.4
112953,52.6,53.5,18.5,28.2
112954,35.9,74.9,58.7,27.0
112955,49.2,50.8,18.0,58.7
112956,57.9,42.8,54.2,43.6
112957,76.0,71.9,65.5,45.2
112958,15.4,52.5,59.8,82.1
112959,44.2,81.9,58.0,62.5
112960,41.8,30.6,54.5,46.6
112961,38.4,33.7,32.5,66.8
112962,24.2,44.0,49.5,51.2
112963,63.8,56.6,37.2,63.3
112964,60.6,70.0,79.2,37.1
112965,59.5,62.6,69.4,51.1
112966,46.6,45.4,40.5,24.4
112967,42.1,47.1,43.9,70.0
112968,35.5,67.6,62.3,62.8
112969,56.2,40.5,54.3,33.2
112970,37.1,41.9,28.0,68.4
112971,60.3,55.1,45.5,69.6
112972,34.0,51.5,55.1,27.9
112973,73.0,66.8,64.0,41.5
112974,48.5,45.7,75.5,55.3
112975,43.5,44.4,34.0,25.3
112976,42.2,53.5,36.4,45.1
112977,68.0,45.2,43.6,73.6
112978,56.2,66.3,12.0,31.2
112979,80.7,63.7,48.1,46.8
112980,66.3,35.6,49.6,29.7
112981,37.1,46.2,32.2,25.8
112982,48.7,28.0,50.5,47.4
112983,52.4,60.5,59.9,65.3
112984,52.9,73.9,48.3,64.3
112985,70.2,25.1,73.5,45.5
112986,45.1,39.0,54.1,75.0
112987,37.3,33.6,64.9,42.4
112988,59.6,45.5,40.7,65.2
112989,57.7,67.2,59.7,47.1
112990,41.2,33.6,60.4,47.0
112991,23.0,48.8,65.6,42.5
112992,80.2,54.1,57.4,64.0
112993,71.2,23.7,64.2,50.0
112994,37.4,52.0,18.5,19.2
112995,47.9,44.1,58.1,24.6
112996,49.6,71.4,54.8,57.0
112997,59.2,60.8,69.6,64.4
112998,45.8,45.6,32.7,69.4
112999,43.8,42.1,61.4,52.7
113000,48.2,25.1,19.5,75.1
113001,36.1,49.0,36.7,25.3
113002,64.3,46.6,49.2,22.1
113003,59.3,48.4,51.7,46.1
113004,35.2,62.9,44.9,60.0
113005,55.1,53.0,72.3,49.0
113006,40.4,53.9,49.0,34.0
113007,52.1,60.3,68.0,54.2
113008,20.0,46.8,21.5,45.8
113009,46.4,44.6,66.4,68.7
113010,69.6,31.2,46.4,45.0
113011,34.0,77.0,33.5,27.4
113012,44.7,59.6,41.0,35.7
113013,68.9,40.0,37.6,63.0
113014,75.6,64.6,36.3,52.0
113015,61.5,70.5,36.6,30.1
113016,73.3,49.3,46.3,43.7
113017,67.6,59.5,42.1,77.4
113018,24.4,47.0,72.7,38.9
113019,58.4,32.7,62.9,54.3
113020,53.6,35.3,61.2,67.3
113021,34.5,60.7,60.7,58.5
113022,24.4,43.3,58.5,53.0
113023,62.4,22.2,70.5,44.5
113024,48.2,51.0,49.1,48.4
113025,52.0,71.0,61.0,54.6
113026,59.4,53.6,42.3,39.7
113027,75.7,46.1,46.3,27.0
113028,40.4,46.9,35.9,44.3
113029,44.7,37.3,61.0,55.7
113030,45.2,53.6,62.8,49.6
113031,40.1,62.8,34.0,20.5
113032,77.8,55.0,78.8,56.7
113033,64.7,64.6,53.6,70.7
113034,59.8,39.7,34.0,16.4
113035,58.7,55.9,60.4,43.5
113036,48.4,43.8,75.6,76.8
113037,15.4,44.9,55.0,62.2
113038,82.3,57.1,53.4,42.8
113039,45.6,59.2,63.7,40.0
113040,63.0,61.5,46.5,55.1
113041,65.4,47.9,40.9,47.1
113042,48.2,36.0,63.8,57.5
113043,82.4,67.8,51.8,49.0
113044,66.8,60.3,62.7,37.5
113045,39.8,60.8,63.3,44.6
113046,64.0,64.3,54.8,57.3
113047,68.1,22.8,86.9,62.1
113048,50.1,51.6,66.3,66.7
113049,60.3,49.2,35.1,31.0
113050,47.7,51.2,61.9,74.1
113051,43.5,52.8,64.0,32.1
113052,52.6,41.7,65.4,31.7
113053,52.6,70.1,57.0,54.2
113054,46.8,57.1,56.8,57.9
113055,19.1,51.4,50.0,60.5
113056,74.0,54.9,65.7,59.2
113057,69.9,40.8,53.2,37.2
113058,38.0,59.3,62.1,39.3
113059,46.0,61.8,42.1,74.0
113060,35.6,63.6,68.7,35.2
113061,26.8,57.1,30.4,59.7
113062,35.0,68.0,45.6,47.2
113063,52.1,35.5,46.6,46.0
113064,56.2,52.4,72.5,50.6
113065,36.1,63.2,55.5,28.1
113066,46.2,48.8,36.5,64.1
113067,54.6,25.4,79.8,68.8
113068,40.8,85.9,41.2,41.0
113069,57.8,66.9,59.2,76.6
113070,36.1,52.6,53.4,71.9
113071,80.8,41.3,54.3,60.3
113072,41.2,45.3,38.1,70.5
113073,45.5,8.3,71.1,47.9
113074,34.3,71.2,64.0,40.2
113075,19.6,40.5,51.8,27.4
113076,56.2,50.3,84.8,39.4
113077,31.8,71.5,41.1,24.5
113078,53.5,46.1,52.6,47.9
113079,41.6,45.9,47.4,45.0
113080,68.4,34.8,53.9,47.2
113081,49.6,35.1,62.0,64.6
113082,27.0,28.4,53.4,56.6
113083,52.0,50.4,53.9,62.7
113084,87.6,46.7,32.2,75.5
113085,47.1,29.4,49.2,43.8
113086,42.5,57.3,46.4,70.7
113087,59.4,41.4,47.3,57.7
113088,41.0,35.3,34.6,66.9
113089,51.1,41.4,38.7,52.6
113090,52.9,44.9,51.0,54.9
113091,34.9,54.0,59.5,49.7
113092,62.6,54.4,44.7,76.4
113093,66.8,35.8,42.0,64.8
113094,38.5,54.6,77.8,43.6
113095,61.4,44.8,38.7,52.9
113096,62.9,52.0,77.0,49.1
113097,49.8,58.0,28.1,27.8
113098,72.5,33.0,56.1,38.3
113099,74.6,39.4,29.4,41.2
113100,41.5,54.8,47.5,62.3
113101,57.1,29.1,54.0,62.4
113102,58.0,40.1,48.6,54.4
113103,63.5,41.2,57.6,46.4
113104,58.1,52.8,56.9,32.2
113105,64.3,35.8,37.2,76.4
113106,55.2,70.5,59.8,45.4
113107,85.6,58.4,47.6,49.0
113108,50.6,31.4,59.1,42.4
113109,36.6,37.0,62.8,44.0
113110,63.3,52.8,64.7,47.3
113111,46.1,60.2,25.3,43.6
113112,42.8,55.9,30.5,59.8
113113,50.1,39.5,65.6,30.1
113114,56.3,42.1,58.2,62.8
113115,40.7,45.0,68.2,60.8
113116,61.7,32.8,72.8,48.5
113117,43.3,45.0,39.3,68.0
113118,62.5,29.8,55.4,62.4
113119,51.0,57.5,68.9,47.9
113120,56.3,56.2,73.5,63.7
113121,33.1,26.4,74.8,53.7
113122,26.5,21.2,29.9,50.6
113123,58.0,44.7,71.5,40.3
113124,80.5,52.3,43.6,40.3
113125,39.6,66.8,67.1,48.2
113126,77.7,38.8,65.6,49.7
113127,57.6,22.4,30.1,47.2
113128,43.6,64.9,51.2,46.0
113129,45.7,56.3,25.9,61.6
113130,57.6,74.1,43.0,37.4
113131,73.4,40.7,38.4,62.1
113132,58.2,74.9,43.8,79.3
113133,50.3,59.6,81.0,57.5
113134,56.4,64.0,59.4,50.8
113135,35.4,75.9,29.8,19.7
113136,40.8,44.6,80.3,35.0
113137,55.4,37.1,83.3,37.5
113138,53.6,64.5,60.1,25.5
113139,49.9,44.4,46.3,50.6
113140,53.3,48.2,55.0,52.5
113141,47.5,51.2,52.8,52.2
113142,33.6,49.3,49.8,44.9
113143,36.8,51.1,73.1,55.2
113144,59.6,27.2,63.1,64.2
113145,75.3,71.0,32.4,34.1
113146,57.0,45.3,58.9,44.9
113147,36.8,7.0,36.6,74.2
113148,65.8,40.7,46.5,37.6
113149,51.1,39.2,70.4,49.0
113150,61.3,34.9,38.4,54.2
113151,51.9,39.7,62.2,52.4
113152,66.6,60.7,38.0,37.2
113153,62.4,58.8,45.8,38.9
113154,31.3,27.1,51.9,33.5
113155,63.0,28.6,72.6,45.9
113156,52.1,38.2,55.5,38.8
113157,48.6,6.7,50.8,51.5
113158,60.1,55.9,32.5,51.3
113159,57.4,70.5,33.9,49.5
113160,41.6,52.8,40.1,60.8
113161,56.8,54.7,42.4,62.1
113162,28.2,43.4,69.1,39.6
113163,63.6,41.2,77.6,56.2
113164,56.6,40.8,51.6,49.8
113165,57.7,43.1,53.8,33.8
113166,43.3,31.5,31.1,31.9
113167,96.7,28.3,72.3,67.0
113168,66.4,54.5,55.4,44.1
113169,47.5,33.1,80.7,25.1
113170,59.2,52.7,45.7,37.1
113171,58.5,38.4,54.1,48.9
113172,56.5,24.2,40.1,41.9
113173,0.8,46.5,43.7,64.6
113174,54.7,48.8,38.7,57.5
113175,65.7,22.2,68.6,43.2
113176,43.0,40.0,24.8,35.5
113177,27.4,30.6,58.0,73.6
113178,42.5,54.4,26.3,92.4
113179,52.1,52.9,66.1,55.3
113180,76.7,61.0,70.5,45.0
113181,53.5,40.2,61.4,16.6
113182,41.8,31.6,53.0,80.3
113183,66.4,25.5,63.8,52.9
113184,45.9,50.0,44.8,45.4
113185,29.9,79.4,26.3,61.2
113186,38.8,80.4,26.8,15.2
113187,59.8,63.3,63.8,4.2
113188,37.8,54.6,36.8,35.3
113189,65.3,63.8,37.6,43.8
113190,78.1,87.8,42.8,63.6
113191,71.4,52.1,53.7,69.7
113192,43.0,60.7,50.8,55.6
